id,date_bce,date_sigma,register,genre,holdout,frac_ani,rate_anochi,rate_ani,frac_she,rate_asher,frac_ein,rate_neg_al,frac_neg_al,rate_neg_lo,rate_ki,rate_gam,rate_lakhen,rate_hinne,rate_atta,rate_az,rate_af,rate_wayyiqtol,rate_qatal,rate_yiqtol,rate_ptca,rate_ptcp,rate_inf_abs,rate_inf_con,rate_impv,rate_jussive,rate_cohort,rate_qal,rate_hiphil,rate_piel,rate_niphal,rate_hithpael,rate_hophal,frac_baqash,rate_baqash,rate_shaal,frac_qahal,rate_hayah,rate_amar,rate_natan,rate_halak,rate_const,rate_prs,rate_pl_noun,rate_f_noun,frac_anachnu,rate_pen,rate_terem,rate_na,frac_halak_piel,frac_ysf_qal,frac_niphal,frac_yld_nif,frac_zaqaq,rate_ut_nouns,frac_nmcl,frac_fronted,frac_cpen,frac_ptcp_cl,frac_infc,frac_wqtl_wayq,rate_cpen_1k,frac_sv,frac_null_subj,frac_ov
Isaiah_2,550,20,Transitional,prophecy,False,0.7432432432432432,3.3112582781456954,9.58522133147438,0.0,5.402579295921924,0.2211538461538461,0.0,0.0,28.232833739979085,14.464970372952248,1.7427675148135238,0.6971070059254095,0.0,0.0,1.2199372603694667,0.5228302544440572,8.539560822586267,68.66504008365284,92.71523178807946,37.29522481700941,4.35691878703381,1.5684907633321714,10.630881840362497,24.573021958870687,0.0,0.0,161.0317183687696,38.16660857441617,23.004531195538515,16.03346113628442,4.008365284071105,1.7427675148135238,0.7142857142857143,0.8713837574067619,0.3485535029627047,,4.182642035552457,13.070756361101427,0.0,3.3112582781456954,59.07981875217845,144.82398048100384,65.35378180550714,58.20843499477169,1.0,0.3485535029627047,0.0,0.5228302544440572,0.0,0.0,0.0645614035087719,,0.0,2.4398745207389334,0.1312335958005249,0.374015748031496,0.0150918635170603,0.082020997375328,0.0400262467191601,0.6230769230769231,4.008365284071105,0.5020408163265306,0.7502246181491464,0.2826855123674912
Haggai,520,5,Transitional,prophecy,True,1.0,0.0,4.561003420752566,0.0,7.98175598631699,0.5555555555555556,0.0,0.0,4.561003420752566,3.420752565564424,0.0,0.0,0.0,0.0,0.0,0.0,18.244013683010262,43.32953249714937,15.96351197263398,11.402508551881414,2.280501710376283,7.98175598631699,21.664766248574686,15.96351197263398,0.0,0.0,112.884834663626,14.823261117445838,2.280501710376283,3.420752565564424,2.280501710376283,0.0,0.0,0.0,1.1402508551881414,,10.262257696693272,29.64652223489168,0.0,0.0,98.06157354618016,55.872291904218926,50.17103762827822,43.32953249714937,,0.0,0.0,4.561003420752566,,,0.025,,,1.1402508551881414,0.1846153846153846,0.2076923076923077,0.0076923076923076,0.0461538461538461,0.1384615384615384,0.4666666666666667,1.1402508551881414,0.0967741935483871,0.6049382716049383,0.0
Zechariah_1,518,5,Transitional,prophecy,False,1.0,0.0,3.6231884057971016,0.0,11.272141706924316,0.0909090909090909,0.0,0.0,8.051529790660226,10.064412238325282,1.6103059581320451,0.4025764895330113,0.0,0.0,0.0,0.0,38.64734299516908,55.55555555555556,23.752012882447666,30.193236714975846,0.4025764895330113,2.415458937198068,22.544283413848632,10.064412238325282,0.0,0.0,146.1352657004831,13.285024154589372,12.07729468599034,8.051529790660226,2.415458937198068,1.207729468599034,1.0,1.207729468599034,0.0,,12.07729468599034,38.64734299516908,0.0,6.038647342995169,72.86634460547504,83.33333333333334,72.46376811594203,59.17874396135266,,0.0,0.0,1.207729468599034,0.0,,0.043859649122807,,1.0,0.8051529790660226,0.1628787878787878,0.1950757575757575,0.0189393939393939,0.1193181818181818,0.106060606060606,0.3557046979865771,4.025764895330112,0.303030303030303,0.6634615384615384,0.1641791044776119
Isaiah_3,500,100,Transitional,prophecy,False,0.8888888888888888,0.5421523448088913,4.33721875847113,0.0,7.319056654920033,0.1717171717171717,0.0,0.0,22.228246137164543,15.993494171862292,1.6264570344266738,0.5421523448088913,0.0,0.0,1.0843046896177826,1.0843046896177826,8.945513689346706,66.14258606668474,73.19056654920033,37.137435619409054,4.066142586066685,5.421523448088913,15.722417999457848,9.487666034155598,0.0,0.0,137.70669558145838,29.005150447275685,27.649769585253456,17.077798861480076,5.150447275684467,0.8132285172133369,0.3333333333333333,0.2710761724044456,0.5421523448088913,,7.319056654920033,8.945513689346706,0.0,2.439685551640011,73.73271889400921,148.27866630523178,71.8351856871781,60.72106261859582,1.0,0.0,0.0,0.2710761724044456,0.1428571428571428,,0.0775862068965517,1.0,0.5,0.5421523448088913,0.1212841854934601,0.3638525564803805,0.0178359096313912,0.1034482758620689,0.0677764565992865,0.753731343283582,4.066142586066685,0.4945054945054945,0.6407599309153713,0.2760736196319018
Malachi,460,20,Transitional,prophecy,False,0.8888888888888888,0.8424599831508003,6.739679865206402,0.0,10.951979780960404,0.24,0.0,0.0,16.006739679865206,17.691659646166805,4.212299915754001,0.0,0.0,0.0,0.8424599831508003,0.0,6.739679865206402,99.41027801179445,35.38331929233361,45.492839090143214,5.897219882055602,0.0,12.636899747262005,5.054759898904802,0.0,0.0,144.06065711878685,19.376579612468408,26.95871946082561,15.164279696714406,0.0,2.527379949452401,1.0,2.527379949452401,0.0,,9.267059814658802,33.69839932603201,0.0,1.6849199663016006,61.49957877000842,112.04717775905644,66.55433866891322,53.074978938500415,1.0,0.8424599831508003,0.0,2.527379949452401,0.0,,0.072,,,0.0,0.1284046692607003,0.2568093385214007,0.0116731517509727,0.1245136186770428,0.0583657587548638,0.8688524590163934,2.527379949452401,0.2615384615384615,0.6206896551724138,0.1206896551724138
Jonah,400,50,LBH,narrative,False,0.7142857142857143,2.030456852791878,5.076142131979696,0.2,12.182741116751268,0.0,0.0,0.0,9.137055837563452,13.197969543147208,0.0,0.0,0.0,0.0,0.0,2.030456852791878,85.27918781725887,38.578680203045685,27.411167512690355,14.213197969543144,1.015228426395939,4.060913705583756,20.304568527918786,13.197969543147208,0.0,0.0,148.2233502538071,27.411167512690355,14.213197969543144,8.121827411167512,6.091370558375634,0.0,0.0,0.0,1.015228426395939,,10.152284263959393,22.335025380710658,0.0,6.091370558375634,34.51776649746193,100.50761421319795,53.80710659898477,59.8984771573604,,0.0,0.0,3.045685279187817,0.0,0.0,0.0398009950248756,,1.0,3.045685279187817,0.1071428571428571,0.1830357142857142,0.0133928571428571,0.0669642857142857,0.0892857142857142,0.0561797752808988,3.045685279187817,0.24,0.6728395061728395,0.131578947368421
Chronicles,350,30,LBH,narrative,False,0.967741935483871,0.0283045570336824,0.8491367110104727,0.0057636887608069,9.765072176620436,0.1382113821138211,0.0,0.0,6.000566091140674,8.321539767902632,1.3303141805830738,0.0283045570336824,0.0,0.0,0.3962637984715539,0.339654684404189,41.09821681290688,32.94650438720634,9.906594961788848,13.529578262100198,2.6889329181998303,0.7642230399094254,17.0676478913105,4.6702519105576,0.0,0.0,79.98867817718653,22.105859043305973,9.736767619586754,6.340220775544863,3.000283045570337,0.537786583639966,0.5416666666666666,0.3679592414378715,0.3113501273705066,0.9705882352941176,6.7364845740164165,7.2459666006227,0.339654684404189,2.122841777526182,98.78290404755164,74.04472120011322,92.98046985564676,55.73167279932069,1.0,0.0283045570336824,0.0,0.2264364562694593,0.0,0.0909090909090909,0.0516843562528841,0.9090909090909092,0.8,3.424851401075573,0.232734678763192,0.1929272356970931,0.0107387520829476,0.0670246250694315,0.1105350860951675,0.1962201222901612,1.6416643079535804,0.25,0.5838947706127687,0.1061061061061061
Esther,350,50,LBH,narrative,False,1.0,0.0,1.2984202553559836,0.0,21.423934213373727,0.2564102564102564,0.0,0.0,6.275697900887254,7.14131140445791,1.7312270071413114,0.0,0.0,0.0,0.0,0.0,34.408136766933566,35.706557022289545,15.36463968837914,21.207530837481062,3.462454014282623,3.462454014282623,24.02077472408569,2.596840510711967,0.0,0.0,90.67301449902618,16.446656567842457,13.417009305345164,16.230253191949796,1.2984202553559836,0.6492101276779918,1.0,1.9476303830339756,0.0,,3.678857390175287,11.252975546418524,0.0,0.8656135035706557,88.94178749188487,64.05539926422853,51.07119671066869,73.36074442761307,,0.0,0.0,0.0,0.0,0.0,0.1157407407407407,,1.0,6.05929452499459,0.1416058394160584,0.2481751824817518,0.0072992700729927,0.0948905109489051,0.1591240875912409,0.2167487684729064,1.0820168794633196,0.2323232323232323,0.5024630541871922,0.1458333333333333
Ezra,350,75,LBH,narrative,False,1.0,0.0,0.3796507213363705,0.04,4.555808656036447,0.1290322580645161,0.0,0.0,5.125284738041002,4.555808656036447,0.1898253606681852,0.0,0.0,0.0,0.0,0.3796507213363705,16.324981017463934,31.32118451025057,14.806378132118452,17.843583902809417,3.60668185269552,0.3796507213363705,18.413059984813973,3.22703113135915,0.0,0.0,36.826119969627946,11.009870918754746,7.213363705391041,5.315110098709188,2.847380410022779,0.7593014426727411,0.5,0.7593014426727411,0.7593014426727411,1.0,0.9491268033409264,3.7965072133637054,0.3796507213363705,1.328777524677297,120.34927866362948,65.67957479119211,126.23386484434322,67.0083523158694,1.0,0.0,0.0,0.1898253606681852,0.0,0.0,0.050179211469534,1.0,,3.416856492027335,0.3100263852242744,0.2242744063324538,0.0184696569920844,0.0883905013192612,0.1279683377308707,0.4027777777777778,2.6575550493545936,0.4485294117647059,0.5813953488372093,0.2033898305084746
Nehemiah,350,75,LBH,narrative,False,0.9375,0.1275184901810762,1.912777352716144,0.0,12.24177505738332,0.1466666666666666,0.0,0.0,8.16118337158888,5.228258097424126,2.1678143330782964,0.0,0.0,0.0,0.0,0.2550369803621525,33.66488140780413,32.517214996174445,14.537107880642692,23.20836521295588,4.08059168579444,1.2751849018107624,12.496812037745473,3.825554705432288,0.0,0.0,80.20913032389696,24.10099464422341,10.2014792144861,7.906146391226727,1.7852588625350676,0.0,0.75,0.7651109410864575,0.2550369803621525,1.0,6.12088752869166,7.778627901045652,0.0,1.6577403723539912,101.12216271359348,83.77964804896709,115.02167814333076,65.54450395307319,1.0,0.0,0.0,0.7651109410864575,0.0,0.0,0.0629441624365482,,0.6666666666666666,2.8054067839836776,0.1912811387900355,0.244661921708185,0.0115658362989323,0.1218861209964412,0.0854092526690391,0.2747252747252747,1.6577403723539914,0.2653061224489796,0.6862745098039216,0.2094240837696335
Ecclesiastes,330,80,LBH,wisdom,False,1.0,0.0,6.850933144342074,0.4331210191082802,21.025277580911883,0.4036697247706422,0.0,0.0,15.35553980628396,20.552799433026223,13.701866288684148,0.0,0.0,0.0,0.2362390739428301,0.0,0.7087172218284904,48.42901015828018,51.97259626742263,27.40373257736829,3.071107961256792,4.961020552799433,25.04134183794,6.850933144342074,0.0,0.0,124.26175289392866,16.30049610205528,13.465627214741318,11.339475549255846,1.4174344436569808,0.0,0.7777777777777778,1.653673517599811,0.4724781478856603,,11.103236475313016,4.7247814788566025,0.0,7.087172218284905,74.88778643987716,70.16300496102055,54.57122608079376,52.44507441530829,,0.0,0.0,0.2362390739428301,0.1071428571428571,0.0,0.0673211781206171,1.0,,5.433498700685093,0.291363163371488,0.3059313215400624,0.0395421436004162,0.0832466181061394,0.1103017689906347,0.953846153846154,8.977084809827545,0.398876404494382,0.5886214442013129,0.25
Daniel,167,10,LBH,mixed,True,0.9583333333333334,0.1238850346878097,2.849355797819624,0.0,5.822596630327057,0.0725806451612903,0.4955401387512388,0.0336134453781512,14.246778989098118,2.9732408325074333,0.2477700693756194,0.0,0.0,0.0,0.0,0.2477700693756194,12.140733399405352,63.18136769078296,40.13875123885035,39.64321110009911,4.2120911793855305,0.7433102081268583,15.237859266600594,6.318136769078295,0.0,0.0,43.60753221010902,13.13181367690783,6.565906838453915,8.79583746283449,3.3448959365708624,1.9821605550049557,0.5714285714285714,0.4955401387512388,0.3716551040634291,,2.849355797819624,10.901883052527255,0.0,0.7433102081268583,72.96828543111992,101.33795837462834,77.9236868186323,72.7205153617443,1.0,0.0,0.0,0.5819028222286878,0.0,0.0,0.1148086522462562,,,7.564736688972942,0.1342592592592592,0.2222222222222222,0.0123456790123456,0.0848765432098765,0.0925925925925925,0.55,2.3276112889147518,0.3953488372093023,0.6942528735632184,0.1348314606741573
D_source,625,100,unknown,narrative,False,0.0523,0.2266,0.0466,0.0,1.405,,0.0,0.0,0.328,0.4336,,1.0,,,0.9485,0.8858,0.1408,0.736,0.5065,0.8299,,0.6047,0.8866,0.8695,,,0.3146,0.6023,0.5761,0.7713,,,,,0.3486,1.0,,,,0.6285,,0.2539,,,,,,,,,,,,,,,,,,,,,,
P_source,600,100,unknown,narrative,False,0.8576,0.9067,0.2353,0.0029,0.6417,,0.0,0.0,0.817,0.852,,0.9882,,,0.9323,0.9769,0.3112,0.889,0.7165,1.0018,,0.8308,0.4528,0.9103,,,0.5716,0.7677,0.6323,0.8157,,,,,0.049,0.1667,,,,0.8343,,0.6918,,,,,,,,,,,,,,,,,,,,,,
JE_source,800,75,unknown,narrative,False,0.407,0.5355,0.149,0.004,0.5959,,0.0,0.0,0.7232,0.5476,,0.9618,,,0.8368,0.8416,0.7632,0.8869,0.7199,0.9673,,0.6387,0.5753,0.6047,,,0.2126,0.7269,0.6543,0.7216,,,,,0.3822,0.2083,,,,0.2894,,0.5257,,,,,,,,,,,,,,,,,,,,,,
